Sendungstitel,FolgenNr,Staffel,Folge,Datum,Dauer,Sendezeit,Gästesubstr,Gast_1,Beschreibung_1,Gast_2,Beschreibung_2,Gast_3,Beschreibung_3,Gast_4,Beschreibung_4,Gast_5,Beschreibung_5,Gast_6,Beschreibung_6,Gast_7,Beschreibung_7,Gast_8,Beschreibung_8
 Markus Lanz 14.03.2019,1229,12,30,14.03.2019,074'49,10:00:00 - 11:14:49," 10:00:00 - 11:14:49 074'49 O-Ton Interview Markus LANZ mit den Studiogästen Sabine LEUTHEUSSER-SCHNARRENBERGER (ehem. BMJ, FDP), Stephan ZANTKE (Richter), Rudi CERNE (Moderator) und Martin ENGELMANN (Fotograf) ",Sabine LEUTHEUSSER-SCHNARRENBERGER,"ehem. BMJ, FDP",Stephan ZANTKE,Richter,Rudi CERNE,Moderator,Martin ENGELMANN,Fotograf,,,,,,,,
 Markus Lanz 19.03.2019,1230,12,31,19.03.2019,075'36,23:17:51 - 00:33:27," 23:17:51 - 00:33:27 075'36 O-Ton Interview Markus LANZ mit den Studiogästen Katja KIPPING (Vors. Die Linke), Kristina DUNZ (Journalistin), Anna LOOS (Schauspielerin, Sängerin), Prof. Achim GRUBER (Tierpathologe) ",Katja KIPPING,Vors. Die Linke,Kristina DUNZ,Journalistin,Anna LOOS,"Schauspielerin, Sängerin",Achim GRUBER,Tierpathologe,,,,,,,,
 Markus Lanz 20.03.2019,1231,12,32,20.03.2019,075'23,23:15:25 - 00:30:48," 23:15:25 - 00:30:48 075'23 O-Ton Interview Markus LANZ mit den Studiogästen Julia OEPEN (Schülerin), Katja SUDING (stellv. Fraktionsvors. FDP), Sebastian FITZEK (Schriftsteller und Journalist), Manfred LÜTZ (Psychiater und Theologe) ",Julia OEPEN,Schülerin,Katja SUDING,stellv. Fraktionsvors. FDP,Sebastian FITZEK,Schriftsteller und Journalist,Manfred LÜTZ,Psychiater und Theologe,,,,,,,,
 Markus Lanz 21.03.2019,1232,12,33,21.03.2019,074'59,23:23:32 - 00:38:31," 23:23:32 - 00:38:31 074'59 O-Ton Interview Markus LANZ mit den Studiogästen Malu DREYER (MPr Rheinland-Pfalz, SPD), Jean ZIEGLER (Soziologe, Politiker und Globalisierungsgegner), Wolfram WEIMER (Verleger und Publizist), Alex CHRISTENSEN (Komponist, Musik-Produzent und DJ) ",Malu DREYER,"MPr Rheinland-Pfalz, SPD",Jean ZIEGLER,"Soziologe, Politiker und Globalisierungsgegner",Wolfram WEIMER,Verleger und Publizist,Alex CHRISTENSEN,"Komponist, Musik-Produzent und DJ",,,,,,,,
 Markus Lanz 26.03.2019,1233,12,34,26.03.2019,074'36,22:59:04 - 00:13:40," 22:59:04 - 00:13:40 074'36 O-Ton Interview Markus LANZ mit den Studiogästen Jürgen TRITTIN (MdB Bündnis 90 / Die Grünen), Dagmar ROSENFELD (Journalistin, Chefredakteurin ""Die Welt""), Juli ZEH (Juristin und Schriftstellerin), Kaya YANAR (Komiker und Fernsehmoderator) ",Jürgen TRITTIN,MdB Bündnis 90 / Die Grünen,Dagmar ROSENFELD,"Journalistin, Chefredakteurin ""Die Welt""",Juli ZEH,Juristin und Schriftstellerin,Kaya YANAR,Komiker und Fernsehmoderator,,,,,,,,
 Markus Lanz 27.03.2019,1234,12,35,27.03.2019,074'50,23:18:58 - 00:33:48," 23:18:58 - 00:33:48 074'50 O-Ton Interview Markus LANZ mit den Studiogästen Rod STEWART (Musiker), Ewald LIENEN (ehem. Fußballtrainer, Technischer Direktor FC St. Pauli) und Andrea WULF (Kulturhistorikerin, Autorin) ",Rod STEWART,Musiker,Ewald LIENEN,"ehem. Fußballtrainer, Technischer Direktor FC St. Pauli",Andrea WULF,"Kulturhistorikerin, Autorin",,,,,,,,,,
 Markus Lanz 28.03.2019,1235,12,36,28.03.2019,075'47,23:23:20 - 00:39:07," 23:23:20 - 00:39:07 075'47 O-Ton Interview Markus LANZ mit den Studiogästen Markus SÖDER (MPr Bayern, CSU), Elisabeth NIEJAHR (Journalistin ""Wirtschaftswoche""), Laura KARASEK (Autorin, Juristin, Tochter von Hellmuth Karasek) und Paul VAN DYK (Musikproduzent, DJ) ",Markus SÖDER,"MPr Bayern, CSU",Elisabeth NIEJAHR,"Journalistin ""Wirtschaftswoche""",Laura KARASEK,"Autorin, Juristin, Tochter von Hellmuth Karasek",Paul VAN,"Musikproduzent, DJ",,,,,,,,
 Markus Lanz 02.04.2019,1236,12,37,02.04.2019,074'20,22:50:15 - 00:04:35," 22:50:15 - 00:04:35 074'20 O-Ton Interview Markus LANZ mit den Studiogästen Sahra WAGENKNECHT (Fraktionsvors. Die Linke), Gisele BÜNDCHEN (Model) und Felix FINKBEINER (Klimaaktivist, Gründer der Kinder- und Jugendinitiative ""Plant for the Planet"") ",Sahra WAGENKNECHT,Fraktionsvors. Die Linke,Gisele BÜNDCHEN,Model,Felix FINKBEINER,"Klimaaktivist, Gründer der Kinder- und Jugendinitiative ""Plant for the Planet""",,,,,,,,,,
 Markus Lanz 03.04.2019,1237,12,38,03.04.2019,074'44,23:16:46 - 00:31:30," 23:16:46 - 00:31:30 074'44 O-Ton Interview Markus LANZ mit den Studiogästen Paul ZIEMIAK (GenSekr CDU), Robin ALEXANDER (Journalist, ""Die Welt""), LANG LANG (Pianist) und Janina FINDEISEN (Journalistin, war im siebten Monat schwanger, als Terroristen sie im Oktober 2015 in Syrien entführten) ",Paul ZIEMIAK,GenSekr CDU,Robin ALEXANDER,"Journalist, ""Die Welt""",Janina FINDEISEN,"Journalistin, war im siebten Monat schwanger, als Terroristen sie im Oktober 2015 in Syrien entführten",,,,,,,,,,
 Markus Lanz 04.04.2019,1238,12,39,04.04.2019,075'32,23:16:09 - 00:31:41," 23:16:09 - 00:31:41 075'32 O-Ton Interview Markus LANZ mit den Studiogästen Christian LINDNER (Vors. FDP), Luisa NEUBAUER (Studentin, Klimaaktivistin ""Fridays for Future""), Bettina TIETJEN (Fernsehmoderatorin) und David Hasselhoff (Sänger, Schauspieler) ",Christian LINDNER,Vors. FDP,Luisa NEUBAUER,"Studentin, Klimaaktivistin ""Fridays for Future""",Bettina TIETJEN,Fernsehmoderatorin,David H,"Sänger, Schauspieler",,,,,,,,
 Markus Lanz 09.04.2019,1239,12,40,09.04.2019,075'37,23:36:45 - 00:52:22," 23:36:45 - 00:52:22 075'37 O-Ton Interview Markus LANZ mit den Studiogästen Jan HAFT (Dokumentarfilmer), Dr. Anne FLECK (Ärztin und Buchautorin), Guido REIL (AfD Nordrhein-Westfalen), Kevin KÜHNERT (Vors. Jusos, SPD) ",Jan HAFT,Dokumentarfilmer,Anne FLECK,Ärztin und Buchautorin,Guido REIL,AfD Nordrhein-Westfalen,Kevin KÜHNERT,"Vors. Jusos, SPD",,,,,,,,
 Markus Lanz 10.04.2019,1240,12,41,10.04.2019,069'04,23:47:53 - 00:56:57," 23:47:53 - 00:56:57 069'04 O-Ton Interview Markus LANZ mit den Studiogästen Luisa WÖLLISCH (Schauspielerin), Melanie AMANN (Journalistin Der Spiegel), Nicolaus FEST (Kandidat Europawahl AfD) und Thomas DERKSEN und LIPING ZHU (Vlogger) ",Luisa WÖLLISCH,Schauspielerin,Melanie AMANN,Journalistin Der Spiegel,Nicolaus FEST,Kandidat Europawahl AfD,Thomas DERKSEN,Vlogger,,,,,,,,
 Markus Lanz 11.04.2019,1241,12,42,11.04.2019,074'40,23:17:09 - 00:31:49," 23:17:09 - 00:31:49 074'40 O-Ton Interview LANZ mit den Studiogästen Ines GEIPEL (ehem. Leichtathletin, Professorin Hochschule für Schauspielkunst, Schriftstellerin), Mike MOHRING (Vors. CDU Thüringen), Katerina JACOB (Tochter von Ellen Schwiers), Matthias THÖNS (Anästhesist, Palliativmedizin), Micky BEISENHERZ (Hörfunk- und Fernsehmoderator, Autor) ",Ines GEIPEL,"ehem. Leichtathletin, Professorin Hochschule für Schauspielkunst, Schriftstellerin",Mike MOHRING,Vors. CDU Thüringen,Katerina JACOB,Tochter von Ellen Schwiers,Matthias THÖNS,"Anästhesist, Palliativmedizin",Micky BEISENHERZ,"Hörfunk- und Fernsehmoderator, Autor",,,,,,
 Markus Lanz 16.04.2019,1242,12,43,16.04.2019,075'46,23:15:20 - 00:31:06," 23:15:20 - 00:31:06 075'46 O-Ton Interview Markus LANZ mit den Studiogästen Irene EPPLE-WAIGEL (Skirennläuferin und Medizinerin), Theo WAIGEL (ehem. CSU-Vorsitzender), Benedikt BÖHM (Extremskibergsteiger), Ulrich WICKERT (Journalist und Autor) ",Irene EPPLE-WAIGEL,Skirennläuferin und Medizinerin,Theo WAIGEL,ehem. CSU-Vorsitzender,Benedikt BÖHM,Extremskibergsteiger,Ulrich WICKERT,Journalist und Autor,,,,,,,,
 Markus Lanz 17.04.2019,1243,12,44,17.04.2019,075'22,23:14:20 - 00:29:42," 23:14:20 - 00:29:42 075'22 O-Ton Interview Markus LANZ mit den Studiogästen Emma BUNTON (Sängerin, Moderatorin und Schauspielerin), Anja GOTTSCHALK (Lehrerin), Martin HINKEL (SPD, Bgm Berlin-Neukölln), Prof. Karl-Rudolf KORTE (Politikwissenschaftler) ",Emma BUNTON,"Sängerin, Moderatorin und Schauspielerin",Anja GOTTSCHALK,Lehrerin,Martin HINKEL,"SPD, Bgm Berlin-Neukölln",Rudolf KORTE,Politikwissenschaftler,,,,,,,,
 Markus Lanz 18.04.2019,1244,12,45,18.04.2019,075'37,23:10:19 - 00:25:56," 23:10:19 - 00:25:56 075'37 O-Ton Interview Markus LANZ mit den Studiogästen Boris PALMER (OB Tübingen, Bündnis 90 / Die Grünen), Claudia KADE (Journalistin), Meike WINNEMUTH (Journalistin, Autorin) und Stefanie HEINZMANN (Sängerin) ",Boris PALMER,"OB Tübingen, Bündnis 90 / Die Grünen",Claudia KADE,Journalistin,Meike WINNEMUTH,"Journalistin, Autorin",Stefanie HEINZMANN,Sängerin,,,,,,,,
 Markus Lanz 23.04.2019,1245,12,46,23.04.2019,070'00,23:44:45 - 00:54:45," 23:44:45 - 00:54:45 070'00 O-Ton Interview Markus LANZ mit den Studiogästen Margot KÄßMANN (Theologin), Ursula MUTH (Lehrerin), Jessica LIBBERTZ (Sportmoderatorin, seit 2009 Fußball-Moderatorin bei ""Sky"") und Tobias RAU (ehem. Fußballprofi, Lehrer) ",Margot KÄßMANN,Theologin,Ursula MUTH,Lehrerin,Jessica LIBBERTZ,"Sportmoderatorin, seit 2009 Fußball-Moderatorin bei ""Sky""",Tobias RAU,"ehem. Fußballprofi, Lehrer",,,,,,,,
 Markus Lanz 24.04.2019,1246,12,47,24.04.2019,071'06,23:47:46 - 00:58:52," 23:47:46 - 00:58:52 071'06 O-Ton Interview Markus LANZ mit den Studiogästen Lena MEYER-LANDRUT, Dr. Werner BARTENS (Arzt, Wissenschaftsjournalist), Dr. Johannes WIMMER (Mediziner, Fernsehmoderator, Autor), Georg SOLDNER (Kinderarzt, Leiter Akademie für Anthroposophische Medizin) und Nicole STAUDINGER (Schlagfertigkeitstrainerin, Autorin) ",Lena MEYER-LANDRUT,"Arzt, Wissenschaftsjournalist",Werner BARTENS,"Arzt, Wissenschaftsjournalist",Johannes WIMMER,"Mediziner, Fernsehmoderator, Autor",Georg SOLDNER,"Kinderarzt, Leiter Akademie für Anthroposophische Medizin",Nicole STAUDINGER,"Schlagfertigkeitstrainerin, Autorin",,,,,,
 Markus Lanz 25.04.2019,1247,12,48,25.04.2019,074'49,23:21:02 - 00:35:51," 23:21:02 - 00:35:51 074'49 O-Ton Interview Markus LANZ mit den Studiogästen Frank ELSTNER (Moderator), Claus LEITZMANN (Prof. für Biochemie, Ernährungswissenschaftler) und Nils BINNBERG (Journalist, Autor) ",Frank ELSTNER,Moderator,Claus LEITZMANN,"Prof. für Biochemie, Ernährungswissenschaftler",Nils BINNBERG,"Journalist, Autor",,,,,,,,,,
 Markus Lanz 30.04.2019,1248,12,49,30.04.2019,075'13,23:31:14 - 00:46:27," 23:31:14 - 00:46:27 075'13 O-Ton Interview Markus LANZ mit den Studiogästen Harald LESCH (Wissenschaftsjournalist, Professor für Astrophysik), Gabriel FELBERMAYR (Professor für Volkswirtschaftslehre, Präsident IfW Institut für Weltwirtschaft Kiel) und Erika MAYR (Stadtimkerin) ",Harald LESCH,"Wissenschaftsjournalist, Professor für Astrophysik",Gabriel FELBERMAYR,"Professor für Volkswirtschaftslehre, Präsident IfW Institut für Weltwirtschaft Kiel",Erika MAYR,Stadtimkerin,,,,,,,,,,
 Markus Lanz 01.05.2019,1249,12,50,01.05.2019,074'38,23:03:15 - 00:17:53," 23:03:15 - 00:17:53 074'38 O-Ton Interview Markus LANZ mit den Studiogästen Hans-Werner SINN (Ökonom), Florian SCHROEDER (Kabarettist), Christina GRÄTZ (Botanikerin), Manuel BEWARDER (Journalist) ",Werner SINN,Ökonom,Florian SCHROEDER,Kabarettist,Christina GRÄTZ,Botanikerin,Manuel BEWARDER,Journalist,,,,,,,,
 Markus Lanz 02.05.2019,1250,12,51,02.05.2019,074'46,23:23:57 - 00:38:43," 23:23:57 - 00:38:43 074'46 O-Ton Interview Markus LANZ mit den Studiogästen Axel MILBERG (Schauspieler, Autor), Matthias HORX (Publizist und Unternehmensberater), Mesale TOLU (Journalistin), Jörg BRASE (Journalist, ZDF-Türkei-Korrespondent) ",Axel MILBERG,"Schauspieler, Autor",Matthias HORX,Publizist und Unternehmensberater,Mesale TOLU,Journalistin,Jörg BRASE,"Journalist, ZDF-Türkei-Korrespondent",,,,,,,,
 Markus Lanz 07.05.2019,1251,12,52,07.05.2019,075'16,23:15:52 - 00:31:08," 23:15:52 - 00:31:08 075'16 O-Ton Interview Markus LANZ mit den Studiogästen Anna VON BOETTICHER (Apnoetaucherin), Annett LOUISAN (Sängerin), Prof. Bernhard PÖRKSEN (Medienwissenschaftler) und Oliver POCHER (Komiker, Moderator, Schauspieler und Sänger) ",Anna VON,Apnoetaucherin,Annett LOUISAN,Sängerin,Bernhard PÖRKSEN,Medienwissenschaftler,Oliver POCHER,"Komiker, Moderator, Schauspieler und Sänger",,,,,,,,
 Markus Lanz 08.05.2019,1252,12,53,08.05.2019,074'01,23:17:48 - 00:31:49," 23:17:48 - 00:31:49 074'01 O-Ton Interview Markus LANZ mit den Studiogästen Dirk STEFFENS (Moderator), Dieter HALLERVORDEN (Schauspieler), Harald JÄHNER (Autor), Isa WILLINGER (Regisseurin) ",Dirk STEFFENS,Moderator,Dieter HALLERVORDEN,Schauspieler,Harald JÄHNER,Autor,Isa WILLINGER,Regisseurin,,,,,,,,
 Markus Lanz 09.05.2019,1253,12,54,09.05.2019,074'28,23:15:46 - 00:30:14," 23:15:46 - 00:30:14 074'28 O-Ton Interview Markus LANZ mit den Studiogästen Laureen NUSSBAUM (Holocaust-Überlebende), Wolfgang ISCHINGER (Diplomat, Vors. Münchner Sicherheitskonferenz) und Joachim KROL (Schauspieler) ",Laureen NUSSBAUM,Holocaust-Überlebende,Wolfgang ISCHINGER,"Diplomat, Vors. Münchner Sicherheitskonferenz",Joachim KROL,Schauspieler,,,,,,,,,,
 Markus Lanz 14.05.2019,1254,12,55,14.05.2019,074'30,23:18:18 - 00:32:48, 23:18:18 - 00:32:48 074'30 O-Ton Interview Markus LANZ mit Studiogast Alexander GERST (Astronaut) ,Alexander GERST,Astronaut,,,,,,,,,,,,,,
 Markus Lanz 15.05.2019,1255,12,56,15.05.2019,075'04,23:20:48 - 00:35:52," 23:20:48 - 00:35:52 075'04 O-Ton Interview Markus LANZ mit den Studiogästen Natalie AMIRI (Iran-Korrespondentin), Wincent WEISS (Sänger), Lucas VOGELSANG (Journalist, Autor) und Peter GRÜSCHOW (ehem. Grenzsoldat der DDR) ",Natalie AMIRI,Iran-Korrespondentin,Wincent WEISS,Sänger,Lucas VOGELSANG,"Journalist, Autor",Peter GRÜSCHOW,ehem. Grenzsoldat der DDR,,,,,,,,
 Markus Lanz 16.05.2019,1256,12,57,16.05.2019,075'50,23:19:07 - 00:34:57," 23:19:07 - 00:34:57 075'50 O-Ton Interview Markus LANZ mit den Studiogästen Ranga YOGESHWAR (Moderator, Wissenschaftsjournalist), Hajo SCHUMACHER (Journalist, Autor), Janina BREITLING (Journalistin) und Dr. Tankred STÖBE (Arzt, Vorstandsvors. ""Ärzte ohne Grenzen e.V."" Deutschland) ",Ranga YOGESHWAR,"Moderator, Wissenschaftsjournalist",Hajo SCHUMACHER,"Journalist, Autor",Janina BREITLING,Journalistin,Tankred STÖBE,"Arzt, Vorstandsvors. ""Ärzte ohne Grenzen e.V."" Deutschland",,,,,,,,
 Markus Lanz 21.05.2019,1257,12,58,21.05.2019,071'05,23:52:03 - 01:03:08," 23:52:03 - 01:03:08 071'05 O-Ton Interview Markus LANZ mit den Studiogästen Corinna MILBORN (Moderatorin), Bastian OBERMAYER und Frederik OBERMAIER (beide Journalisten) sowie Herman VAN VEEN (Entertainer) ",Corinna MILBORN,Moderatorin,Bastian OBERMAYER,beide Journalisten,Frederik OBERMAIER,beide Journalisten,Herman VAN,Entertainer,,,,,,,,
 Markus Lanz 22.05.2019,1258,12,59,22.05.2019,074'44,23:14:39 - 00:29:23," 23:14:39 - 00:29:23 074'44 O-Ton Interview Markus LANZ mit den Studiogästen Florian KLENK (Journalist, Chefredakteur Wochenzeitung ""Falter""), Juli ZEH (Verfassungsrichterin), Dirk ROßMANN (Unternehmer, Geschäftsführer und Gründer der Drogeriemarkt-Kette ""Rossmann"") und Martin KIND (Unternehmer, Vorsitzender des Profibereichs von Hannover 96, Geschäftsführer der ""Kind-Gruppe"") ",Florian KLENK,"Journalist, Chefredakteur Wochenzeitung ""Falter""",Juli ZEH,Verfassungsrichterin,Dirk ROßMANN,"Unternehmer, Geschäftsführer und Gründer der Drogeriemarkt-Kette ""Rossmann""",Martin KIND,"Unternehmer, Vorsitzender des Profibereichs von Hannover 96, Geschäftsführer der ""Kind-Gruppe""",,,,,,,,
 Markus Lanz 23.05.2019,1259,12,60,23.05.2019,070'54,23:51:46 - 01:02:40, 23:51:46 - 01:02:40 070'54 O-Ton Interview Markus LANZ mit den Studiogästen Marcel REIF (Journalist) und Norbert DICKEL (ehem. Fußballer) sowie Dr. Michael WINTERHOFF (Psychiater) und Janine KUNZE (Schauspielerin) ,Marcel REIF,Journalist,Norbert DICKEL,ehem. Fußballer,Michael WINTERHOFF,Psychiater,Janine KUNZE,Schauspielerin,,,,,,,,
 Markus Lanz 28.05.2019,1260,12,61,28.05.2019,075'54,23:42:17 - 00:58:11," 23:42:17 - 00:58:11 075'54 O-Ton Interview LANZ mit den Studiogästen Peter LINDBERGH (Fotograf und Filmemacher), Katrin GÖRING-ECKARDT (Fraktionsvors. Bündnis 90 / Die Grünen), Ralf STEGNER (stellv. Vors. SPD), Wolfram WEIMER (Verleger und Publizist) ",Peter LINDBERGH,Fotograf und Filmemacher,Katrin GÖRING-ECKARDT,Fraktionsvors. Bündnis 90 / Die Grünen,Ralf STEGNER,stellv. Vors. SPD,Wolfram WEIMER,Verleger und Publizist,,,,,,,,
 Markus Lanz 29.05.2019,1261,12,62,29.05.2019,075'17,23:15:43 - 00:31:00," 23:15:43 - 00:31:00 075'17 O-Ton Interview Markus LANZ mit den Studiogästen Christiane HOFFMANN (Journalistin und Korrespondentin), Wolfgang KUBICKI (stellv. BTPräs, FDP), Charlotte ROCHE (Moderatorin, Schauspielerin, Autorin), die Zwillingsbrüder Michael ROTH (ehem. Handballspieler und Handballtrainer, war an Prostatakrebs erkrankt) und Uli ROTH (ehem. Handballspieler, war an Prostatakrebs erkrankt) und Professor Hartwig HULAND (Arzt, Urologie, im Publikum sitzend) ",Christiane HOFFMANN,Journalistin und Korrespondentin,Wolfgang KUBICKI,"stellv. BTPräs, FDP",Charlotte ROCHE,"Moderatorin, Schauspielerin, Autorin",Zwillingsbrüder Michael ROTH,"ehem. Handballspieler und Handballtrainer, war an Prostatakrebs erkrankt",Uli ROTH,"ehem. Handballspieler, war an Prostatakrebs erkrankt",Professor Hartwig HULAND,"Arzt, Urologie, im Publikum sitzend",,,,
 Markus Lanz 30.05.2019,1262,12,63,30.05.2019,075'28,23:14:30 - 00:29:58," 23:14:30 - 00:29:58 075'28 O-Ton Interview Markus LANZ mit den Studiogästen Kristina DUNZ (Politologin), BMG Jens SPAHN (CDU), Manfred LÜTZ (Psychiater, Psychotherapeut, Theologe), Frauke BAGUSCHE (Meeresbiologin) ",Kristina DUNZ,Politologin,Jens SPAHN,CDU,Manfred LÜTZ,"Psychiater, Psychotherapeut, Theologe",Frauke BAGUSCHE,Meeresbiologin,,,,,,,,
 Markus Lanz 04.06.2019,1263,12,64,04.06.2019,075'56,23:14:11 - 00:30:07," 23:14:11 - 00:30:07 075'56 O-Ton Interview Markus LANZ mit den Studiogästen Dagmar ROSENFELD (Journalistin), Peer STEINBRÜCK (ehem. BMF, Politiker, SPD), Florian SCHROEDER (Kabarettist), Gisela MAHLMANN (ehem. ZDF-Chinakorrespondentin) ",Dagmar ROSENFELD,Journalistin,Peer STEINBRÜCK,"ehem. BMF, Politiker, SPD",Florian SCHROEDER,Kabarettist,Gisela MAHLMANN,ehem. ZDF-Chinakorrespondentin,,,,,,,,
 Markus Lanz 05.06.2019,1264,12,65,05.06.2019,075'00,23:17:57 - 00:32:57," 23:17:57 - 00:32:57 075'00 O-Ton Interview Markus LANZ mit den Studiogästen Philipp AMTHOR (MdB, CDU), Claudia KADE (Politikjournalistin), Mai Thi NGUYEN-KIM (Wissenschaftsjournalistin) sowie Peter JAMIN (Kommunikationsberater, Autor ""Ohne jede Spur"") und Vivien REUSCH (Schwester der vermissten Rebecca Reusch) ",Philipp AMTHOR,"MdB, CDU",Claudia KADE,Politikjournalistin,Mai Thi NGUYEN-KIM,Wissenschaftsjournalistin,Peter JAMIN,"Kommunikationsberater, Autor ""Ohne jede Spur""",Vivien REUSCH,Schwester der vermissten Rebecca Reusch,,,,,,
 Markus Lanz 06.06.2019,1265,12,66,06.06.2019,075'52,23:22:11 - 00:38:03," 23:22:11 - 00:38:03 075'52 O-Ton Interview Markus LANZ mit den Studiogästen STING (Musiker und Schauspieler), Lars KLINGBEIL (GenSekr SPD), Markus FELDENKIRCHEN (Journalist), Gerd KUCK (lebt mit einem Spenderherz) und Insa KUCK (Ehefrau von Gerd KUCK) ",Lars KLINGBEIL,GenSekr SPD,Markus FELDENKIRCHEN,Journalist,Gerd KUCK,lebt mit einem Spenderherz,Insa KUCK,Ehefrau von Gerd KUCK,,,,,,,,
 Markus Lanz 11.06.2019,1266,12,67,11.06.2019,075'49,23:15:40 - 00:31:29," 23:15:40 - 00:31:29 075'49 O-Ton Interview Markus LANZ mit den Studiogästen Carsten LINNEMANN (stellv. Fraktionsvors. CDU / CSU), Sascha LOBO (Blogger, Autor), Purple SCHULZ (Musiker) und Ursula OTT (Journalistin, Autorin) ",Carsten LINNEMANN,stellv. Fraktionsvors. CDU / CSU,Sascha LOBO,"Blogger, Autor",Purple SCHULZ,Musiker,Ursula OTT,"Journalistin, Autorin",,,,,,,,
 Markus Lanz 12.06.2019,1267,12,68,12.06.2019,075'58,23:16:31 - 00:32:29," 23:16:31 - 00:32:29 075'58 O-Ton Interview Markus LANZ mit den Studiogästen Thorsten SCHÄFER-GÜMBEL (SPD-Politiker), Robin ALEXANDER (Journalist), Golineh ATAI (Journalistin) und Angelika KALLWASS (Psychologin) ",Thorsten SCHÄFER-GÜMBEL,SPD-Politiker,Robin ALEXANDER,Journalist,Golineh ATAI,Journalistin,Angelika KALLWASS,Psychologin,,,,,,,,
 Markus Lanz 13.06.2019,1268,12,69,13.06.2019,075'56,23:21:27 - 00:37:23," 23:21:27 - 00:37:23 075'56 O-Ton Interview Markus LANZ mit den Studiogästen Mike MOHRING (Vors. CDU Thüringen), Jana HENSEL (Journalistin), Markus PLENK (ehem. Fraktionsvorsitzender AfD Bayern) und Marie NASEMANN (Model, Bloggerin) ",Mike MOHRING,Vors. CDU Thüringen,Jana HENSEL,Journalistin,Markus PLENK,ehem. Fraktionsvorsitzender AfD Bayern,Marie NASEMANN,"Model, Bloggerin",,,,,,,,
 Markus Lanz 18.06.2019,1269,12,70,18.06.2019,075'25,23:13:44 - 00:29:09," 23:13:44 - 00:29:09 075'25 O-Ton Interview Markus LANZ mit den Studiogästen Michael LÜDERS (Politikwissenschaftler, Publizist), Herbert DIESS (Manager, Vorstandsvos. Volkswagen AG), Claudia KEMFERT (Energieökonomin), Tim LOBINGER (ehem. Leistungssportler) ",Michael LÜDERS,"Politikwissenschaftler, Publizist",Herbert DIESS,"Manager, Vorstandsvos. Volkswagen AG",Claudia KEMFERT,Energieökonomin,Tim LOBINGER,ehem. Leistungssportler,,,,,,,,
 Markus Lanz 19.06.2019,1270,12,71,19.06.2019,074'39,23:14:02 - 00:28:41," 23:14:02 - 00:28:41 074'39 O-Ton Interview Markus LANZ mit den Studiogästen Franz MÜNTEFERING (ehem. BMAS, ehem. Vors. SPD), Birgit LOHMEYER (Schriftstellerin), Olaf SUNDERMEYER (Journalist), Bas KAST (Wissenschaftsjournalist) ",Franz MÜNTEFERING,"ehem. BMAS, ehem. Vors. SPD",Birgit LOHMEYER,Schriftstellerin,Olaf SUNDERMEYER,Journalist,Bas KAST,Wissenschaftsjournalist,,,,,,,,
 Markus Lanz 20.06.2019,,,,20.06.2019,075'35,23:23:46 - 00:39:21, 23:23:46 - 00:39:21 075'35 O-Ton Interview Markus LANZ mit Studiogast Joachim GAUCK (ehem. BPr) ,Joachim GAUCK,ehem. BPr,,,,,,,,,,,,,,
 Markus Lanz 25.06.2019,1272,12,73,25.06.2019,075'29,23:01:17 - 00:16:46," 23:01:17 - 00:16:46 075'29 O-Ton Interview Markus LANZ mit den Studiogästen Thomas OPPERMANN (stellv. BTPräs , SPD), Melanie AMANN (Journalistin, Der Spiegel), Ingo LENßEN (Strafverteidiger) und Michael WOLFF (Autor) ",Thomas OPPERMANN,"stellv. BTPräs , SPD",Melanie AMANN,"Journalistin, Der Spiegel",Ingo LENßEN,Strafverteidiger,Michael WOLFF,Autor,,,,,,,,
 Markus Lanz 26.06.2019,1273,12,74,26.06.2019,075'23,23:14:31 - 00:29:54," 23:14:31 - 00:29:54 075'23 O-Ton Interview Markus LANZ mit den Studiogästen Katja KIPPING (Politikerin), Elisabeth NIEJAHR (Journalistin), Ralf KIEFNER (Unterwasserfotograf) und Rolf SEELMANN-EGGEBERT (Journalist, Adelsexperte) ",Katja KIPPING,Politikerin,Elisabeth NIEJAHR,Journalistin,Ralf KIEFNER,Unterwasserfotograf,Rolf SEELMANN-EGGEBERT,"Journalist, Adelsexperte",,,,,,,,
